Date,Casos de dengue
2021-03-24,45581.89
2021-03-25,79132.84
2021-03-26,68956.73
2021-03-27,84141.28
2021-03-28,48777.145
2021-03-29,93795.91
2021-03-30,35322.957
2021-03-31,57362.4
2021-04-01,36092.77
2021-04-02,38216.688
2021-04-03,52855.477
2021-04-04,47957.566
2021-04-05,23764.023
2021-04-06,20714.865
2021-04-07,33100.184
2021-04-08,16041.587
2021-04-09,29464.861
2021-04-10,16795.896
2021-04-11,30298.713
2021-04-12,14618.597
2021-04-13,12479.917
2021-04-14,8531.693
2021-04-15,30732.287
2021-04-16,15049.309
2021-04-17,25496.629
2021-04-18,16308.793
2021-04-19,31908.627
2021-04-20,31869.402
2021-04-21,28941.98
2021-04-22,20441.736
2021-04-23,11886.1045
2021-04-24,25101.238
2021-04-25,40998.414
2021-04-26,22367.473
2021-04-27,40125.742
2021-04-28,9229.88
2021-04-29,16533.127
2021-04-30,36743.91
2021-05-01,38390.6
2021-05-02,14727.243
2021-05-03,10784.246
2021-05-04,32446.428
2021-05-05,8205.984
2021-05-06,5554.2446
2021-05-07,20232.027
2021-05-08,34619.12
2021-05-09,25032.86
2021-05-10,9315.197
2021-05-11,14736.167
2021-05-12,4579.408
2021-05-13,25415.658
2021-05-14,5681.5312
2021-05-15,33162.7
2021-05-16,28126.377
2021-05-17,17492.752
2021-05-18,24983.756
2021-05-19,28285.633
2021-05-20,35786.055
2021-05-21,4209.613
2021-05-22,7230.067
2021-05-23,7361.574
2021-05-24,8187.424
2021-05-25,33752.69
2021-05-26,7893.637
2021-05-27,13002.176
2021-05-28,33606.06
2021-05-29,34028.25
2021-05-30,33445.94
2021-05-31,39023.82
2021-06-01,71.650116
2021-06-02,3088.4863
2021-06-03,241.87794
2021-06-04,1115.1261
2021-06-05,7745.201
2021-06-06,565.945
2021-06-07,3860.3284
2021-06-08,5012.913
2021-06-09,3789.4338
2021-06-10,3136.9746
2021-06-11,1808.846
2021-06-12,3778.033
2021-06-13,493.45148
2021-06-14,122.794014
2021-06-15,391.80786
2021-06-16,4883.232
2021-06-17,473.94562
2021-06-18,5857.4224
2021-06-19,3275.9373
2021-06-20,2347.5947
2021-06-21,3402.9106
2021-06-22,470.89087
2021-06-23,462.02655
2021-06-24,529.86053
2021-06-25,1746.7609
2021-06-26,1721.1533
2021-06-27,4023.8535
2021-06-28,2493.7336
2021-06-29,2941.8474
2021-06-30,395.92938
2021-07-01,4236.702
2021-07-02,451.0548
2021-07-03,5303.1084
2021-07-04,183.2207
2021-07-05,620.77905
2021-07-06,2136.2388
2021-07-07,4398.514
2021-07-08,471.56067
2021-07-09,29.38942
2021-07-10,326.74854
2021-07-11,157.24751
2021-07-12,4107.197
2021-07-13,208.28464
2021-07-14,4386.8345
2021-07-15,249.72563
2021-07-16,221.81783
2021-07-17,4964.593
2021-07-18,4882.848
2021-07-19,3075.2722
2021-07-20,919.8309
2021-07-21,6145.2285
2021-07-22,4920.656
2021-07-23,180.38074
2021-07-24,4755.527
2021-07-25,3074.5454
2021-07-26,1340.6355
2021-07-27,5838.941
2021-07-28,4918.325
2021-07-29,125.50214
2021-07-30,23.153202
2021-07-31,488.5172
2021-08-01,4855.907
2021-08-02,283.25702
2021-08-03,2546.813
2021-08-04,5804.2563
2021-08-05,436.31073
2021-08-06,571.21515
2021-08-07,4665.457
2021-08-08,6199.508
2021-08-09,5614.4873
2021-08-10,4945.339
2021-08-11,1475.9763
2021-08-12,3469.2708
2021-08-13,723.9788
2021-08-14,1182.1871
2021-08-15,5693.4907
2021-08-16,3416.26
2021-08-17,3847.5278
2021-08-18,2372.7722
2021-08-19,898.0396
2021-08-20,4501.149
2021-08-21,5073.6045
2021-08-22,3692.3848
2021-08-23,2427.4058
2021-08-24,1365.7904
2021-08-25,416.52826
2021-08-26,1310.5033
2021-08-27,3696.2168
2021-08-28,285.4621
2021-08-29,2341.6333
2021-08-30,3767.6394
2021-08-31,140.79773
2021-09-01,736.2608
2021-09-02,5193.959
2021-09-03,3843.0085
2021-09-04,107.68946
2021-09-05,3571.8347
2021-09-06,1879.0039
2021-09-07,1827.4995
2021-09-08,6252.6875
2021-09-09,3481.4844
2021-09-10,304.01355
2021-09-11,5755.6978
2021-09-12,4166.027
2021-09-13,109.787285
2021-09-14,2428.3704
2021-09-15,2420.9185
2021-09-16,2530.7117
2021-09-17,961.1942
2021-09-18,5553.386
2021-09-19,3798.4758
2021-09-20,1384.3412
2021-09-21,1952.7253
2021-09-22,156.73648
2021-09-23,5416.507
2021-09-24,3482.139
2021-09-25,2432.1736
2021-09-26,1888.6422
2021-09-27,396.8587
2021-09-28,2712.8918
2021-09-29,578.3211
2021-09-30,211.8216
2021-10-01,30891.338
2021-10-02,257.16333
2021-10-03,15851.358
2021-10-04,23050.092
2021-10-05,3867.0503
2021-10-06,25078.156
2021-10-07,28996.75
2021-10-08,37046.285
2021-10-09,20957.646
2021-10-10,4381.211
2021-10-11,19775.305
2021-10-12,7161.419
2021-10-13,25144.049
2021-10-14,21832.996
2021-10-15,16475.621
2021-10-16,19041.152
2021-10-17,30767.23
2021-10-18,11449.517
2021-10-19,15957.296
2021-10-20,11080.625
2021-10-21,8115.8755
2021-10-22,32468.533
2021-10-23,11598.091
2021-10-24,20879.49
2021-10-25,8550.484
2021-10-26,5442.264
2021-10-27,29639.479
2021-10-28,38947.863
2021-10-29,30373.936
2021-10-30,32608.066
2021-10-31,35804.742
2021-11-01,38631.484
2021-11-02,3062.119
2021-11-03,18021.088
2021-11-04,16786.133
2021-11-05,21982.654
2021-11-06,22389.379
2021-11-07,12834.521
2021-11-08,26119.531
2021-11-09,39904.582
2021-11-10,21764.371
2021-11-11,25828.582
2021-11-12,15120.106
2021-11-13,26063.652
2021-11-14,29772.502
2021-11-15,32460.623
2021-11-16,23232.115
2021-11-17,40001.176
2021-11-18,32745.195
2021-11-19,6008.329
2021-11-20,12938.3125
2021-11-21,31010.568
2021-11-22,25731.123
2021-11-23,22387.617
2021-11-24,11033.031
2021-11-25,4570.1196
2021-11-26,15498.245
2021-11-27,23097.479
2021-11-28,36684.605
2021-11-29,34126.32
2021-11-30,40135.773
2021-12-01,17826.945
2021-12-02,67677.79
2021-12-03,35171.703
2021-12-04,88220.93
2021-12-05,45856.23
2021-12-06,62917.195
2021-12-07,71679.62
2021-12-08,65391.258
2021-12-09,64833.77
2021-12-10,93418.055
2021-12-11,38731.934
2021-12-12,81544.54
2021-12-13,72502.914
2021-12-14,80867.86
2021-12-15,53892.62
2021-12-16,94137.08
2021-12-17,73221.6
2021-12-18,51727.992
2021-12-19,69970.766
2021-12-20,39400.523
2021-12-21,44867.535
2021-12-22,82454.31
2021-12-23,82479.12
2021-12-24,70226.87
2021-12-25,52825.367
2021-12-26,73956.29
2021-12-27,75160.35
2021-12-28,38274.547
2021-12-29,44405.457
2021-12-30,74402.18
2021-12-31,52416.297
2022-01-01,105618.58
2022-01-02,81093.15
2022-01-03,55185.21
2022-01-04,79773.336
2022-01-05,111390.67
2022-01-06,88491.836
2022-01-07,41873.66
2022-01-08,52170.332
2022-01-09,87741.02
2022-01-10,56585.87
2022-01-11,62899.32
2022-01-12,84371.664
2022-01-13,100938.23
2022-01-14,93918.164
2022-01-15,77495.77
2022-01-16,94348.91
2022-01-17,67631.28
2022-01-18,84290.81
2022-01-19,99477.73
2022-01-20,57052.27
2022-01-21,93148.76
2022-01-22,92240.95
2022-01-23,40504.0
2022-01-24,38546.605
2022-01-25,54479.934
2022-01-26,105788.84
2022-01-27,80424.11
2022-01-28,74790.1
2022-01-29,65006.9
2022-01-30,69094.63
2022-01-31,68777.69
2022-02-01,55593.03
2022-02-02,38031.71
2022-02-03,105716.96
2022-02-04,105612.42
2022-02-05,85767.41
2022-02-06,37764.438
2022-02-07,75962.81
2022-02-08,36869.96
2022-02-09,39133.758
2022-02-10,63465.137
2022-02-11,72624.0
2022-02-12,42799.203
2022-02-13,95169.4
2022-02-14,64151.324
2022-02-15,83952.77
2022-02-16,93949.086
2022-02-17,77696.555
2022-02-18,105006.47
2022-02-19,38011.145
2022-02-20,49213.074
2022-02-21,36409.324
2022-02-22,47359.2
2022-02-23,82429.76
2022-02-24,60211.04
2022-02-25,101524.04
2022-02-26,50295.79
2022-02-27,33003.5
2022-02-28,64916.004
2022-03-01,107172.4
2022-03-02,61034.11
2022-03-03,72047.15
2022-03-04,73932.016
2022-03-05,102720.445
2022-03-06,73445.87
2022-03-07,40701.51
2022-03-08,40298.715
2022-03-09,87108.12
2022-03-10,44111.61
2022-03-11,62746.297
2022-03-12,48204.57
2022-03-13,49738.71
2022-03-14,102836.11
2022-03-15,41569.305
2022-03-16,98885.01
2022-03-17,75764.82
2022-03-18,71286.29
2022-03-19,46173.895
2022-03-20,51591.273
2022-03-21,68789.375
2022-03-22,63647.94
2022-03-23,93262.97
2022-03-24,80204.45
2022-03-25,105205.84
2022-03-26,44336.367
2022-03-27,46046.4
2022-03-28,95284.56
2022-03-29,51388.047
2022-03-30,79367.23
2022-03-31,75826.99
2022-04-01,36582.18
2022-04-02,54214.023
2022-04-03,46576.81
2022-04-04,14955.739
2022-04-05,37473.387
2022-04-06,41914.86
2022-04-07,37236.152
2022-04-08,36253.734
2022-04-09,11569.734
2022-04-10,32126.672
2022-04-11,25925.215
2022-04-12,19065.645
2022-04-13,28736.871
2022-04-14,5663.018
2022-04-15,33184.54
2022-04-16,24846.084
2022-04-17,38946.88
2022-04-18,30303.0
2022-04-19,38162.49
2022-04-20,27072.895
2022-04-21,25724.113
2022-04-22,12644.786
2022-04-23,5901.54
2022-04-24,8269.912
2022-04-25,32416.273
2022-04-26,15929.262
2022-04-27,33083.645
2022-04-28,34848.152
2022-04-29,8669.868
2022-04-30,9523.714
2022-05-01,1760.797
2022-05-02,16614.582
2022-05-03,32911.293
2022-05-04,11779.808
2022-05-05,7283.305
2022-05-06,30111.559
2022-05-07,37709.19
2022-05-08,6609.6934
2022-05-09,5637.1885
2022-05-10,15348.733
2022-05-11,12314.938
2022-05-12,27911.559
2022-05-13,11500.909
2022-05-14,35731.035
2022-05-15,8818.978
2022-05-16,22113.15
2022-05-17,18700.406
2022-05-18,7156.7744
2022-05-19,38551.285
2022-05-20,28729.678
2022-05-21,5007.8184
2022-05-22,6771.977
2022-05-23,32239.38
2022-05-24,28748.342
2022-05-25,22209.363
2022-05-26,22378.697
2022-05-27,21118.695
2022-05-28,10075.654
2022-05-29,16309.786
2022-05-30,28243.191
2022-05-31,12269.968
2022-06-01,2716.8801
2022-06-02,5525.0034
2022-06-03,6924.053
2022-06-04,6193.625
2022-06-05,7860.0586
2022-06-06,243.81541
2022-06-07,4142.9614
2022-06-08,2141.6794
2022-06-09,2419.4768
2022-06-10,546.3631
2022-06-11,422.03076
2022-06-12,1475.2828
2022-06-13,3965.1
2022-06-14,3276.5535
2022-06-15,1124.8127
2022-06-16,24.697813
2022-06-17,1503.7063
2022-06-18,435.68384
2022-06-19,3100.8792
2022-06-20,3759.615
2022-06-21,302.72583
2022-06-22,5465.4775
2022-06-23,4332.2183
2022-06-24,3546.1484
2022-06-25,383.20935
2022-06-26,5317.2656
2022-06-27,5314.536
2022-06-28,957.8833
2022-06-29,2454.1853
2022-06-30,85.88939
2022-07-01,481.29138
2022-07-02,4667.284
2022-07-03,174.49907
2022-07-04,3537.5537
2022-07-05,699.354
2022-07-06,5656.2417
2022-07-07,2603.803
2022-07-08,1602.3118
2022-07-09,3907.3147
2022-07-10,5628.6006
2022-07-11,3344.6948
2022-07-12,1255.3187
2022-07-13,37.2338
2022-07-14,6011.685
2022-07-15,3257.1785
2022-07-16,1693.6743
2022-07-17,208.15962
2022-07-18,2159.1897
2022-07-19,743.31604
2022-07-20,6035.2754
2022-07-21,1456.529
2022-07-22,2498.9592
2022-07-23,2838.404
2022-07-24,2336.6787
2022-07-25,281.17395
2022-07-26,4707.0073
2022-07-27,5729.885
2022-07-28,3957.145
2022-07-29,111.44042
2022-07-30,215.99019
2022-07-31,469.15625
2022-08-01,3556.8516
2022-08-02,4568.819
2022-08-03,2747.7485
2022-08-04,368.44202
2022-08-05,1335.8683
2022-08-06,4473.8813
2022-08-07,2895.2556
2022-08-08,2815.8767
2022-08-09,43.24659
2022-08-10,505.88794
2022-08-11,1500.4319
2022-08-12,657.99713
2022-08-13,940.5091
2022-08-14,765.596
2022-08-15,5660.034
2022-08-16,4287.999
2022-08-17,1709.918
2022-08-18,6119.7783
2022-08-19,2930.5752
2022-08-20,5634.3027
2022-08-21,4973.0635
2022-08-22,64.677315
2022-08-23,3471.3079
2022-08-24,2252.2717
2022-08-25,236.48822
2022-08-26,3915.4688
2022-08-27,1667.0035
2022-08-28,251.49635
2022-08-29,2967.5823
2022-08-30,477.63617
2022-08-31,5999.8555
2022-09-01,1666.2849
2022-09-02,46.33443
2022-09-03,256.20874
2022-09-04,1536.8275
2022-09-05,3609.9207
2022-09-06,271.50696
2022-09-07,4936.804
2022-09-08,1069.0237
2022-09-10,1113.5878
2022-09-11,365.21686
2022-09-12,3469.8337
2022-09-13,377.95355
2022-09-14,402.84424
2022-09-15,4229.1606
2022-09-16,5597.1865
2022-09-17,4886.2056
2022-09-18,2755.8364
2022-09-19,460.67578
2022-09-20,3178.4067
2022-09-21,451.94373
2022-09-22,4899.1104
2022-09-23,4599.647
2022-09-24,476.2694
2022-09-25,5595.0693
2022-09-26,6314.959
2022-09-27,3962.5056
2022-09-28,440.69458
2022-09-29,2361.6355
2022-09-30,4382.9043
2022-10-01,42.326206
2022-10-02,25291.842
2022-10-03,1664.2548
2022-10-04,7450.729
2022-10-05,32442.846
2022-10-06,30386.45
2022-10-07,13821.539
2022-10-08,36587.734
2022-10-09,26810.758
2022-10-10,18862.834
2022-10-11,21941.004
2022-10-12,40177.49
2022-10-13,13000.492
2022-10-14,37053.562
2022-10-15,9999.237
2022-10-16,18027.633
2022-10-17,14826.376
2022-10-18,7622.1567
2022-10-19,36936.055
2022-10-20,33144.36
2022-10-21,31488.736
2022-10-22,33636.254
2022-10-23,11464.368
2022-10-24,32336.205
2022-10-25,2556.4436
2022-10-26,26518.58
2022-10-27,15401.518
2022-10-28,18542.982
2022-10-29,39246.09
2022-10-30,24674.098
2022-10-31,38539.906
2022-11-01,39004.734
2022-11-02,16958.645
2022-11-03,5446.9004
2022-11-04,14706.721
2022-11-05,21078.814
2022-11-06,14375.473
2022-11-07,38378.895
2022-11-08,25098.58
2022-11-09,14017.667
2022-11-10,5033.736
2022-11-11,11601.21
2022-11-12,34941.668
2022-11-13,19788.445
2022-11-14,12956.196
2022-11-15,4051.0168
2022-11-16,31559.744
2022-11-17,20538.934
2022-11-18,13650.982
2022-11-19,14049.467
2022-11-20,14519.976
2022-11-21,5231.483
2022-11-22,31616.152
2022-11-23,26779.66
2022-11-24,36063.723
2022-11-25,17778.314
2022-11-26,9410.587
2022-11-27,20114.152
2022-11-28,10383.77
2022-11-29,31517.494
2022-11-30,22898.53
2022-12-01,44104.145
2022-12-02,87589.31
2022-12-03,77105.195
2022-12-04,17343.164
2022-12-05,81331.39
2022-12-06,47012.477
2022-12-07,49049.53
2022-12-08,99189.445
2022-12-09,41976.71
2022-12-10,89285.82
2022-12-11,77766.47
2022-12-12,101895.7
2022-12-13,56764.87
2022-12-14,66301.65
2022-12-15,67219.99
2022-12-16,103824.65
2022-12-17,55268.598
2022-12-18,83815.31
2022-12-19,85294.914
2022-12-20,67241.06
2022-12-21,76550.49
2022-12-22,77495.95
2022-12-23,88681.29
2022-12-24,57163.535
2022-12-25,60327.09
2022-12-26,54448.78
2022-12-27,77627.72
2022-12-28,44665.812
2022-12-29,89525.2
2022-12-30,56326.707
2022-12-31,68547.555
2023-01-01,41243.676
2023-01-02,72963.48
2023-01-03,83391.41
2023-01-04,57420.03
2023-01-05,94875.625
2023-01-06,65611.77
2023-01-07,85138.12
2023-01-08,96394.28
2023-01-09,55600.492
2023-01-10,59215.266
2023-01-11,70050.87
2023-01-12,94746.71
